id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,associatedOccurrences,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
56667660,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,17cbaab3-9fab-4386-a8ce-413dfe1be42d,AUGIEENTA0000032,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Brachiacantha ursina,24421,"Guérin-Méneville, 1842",Brachiacantha,ursina,,,Larson I.W.,1975,,,,,,Swiff J.,32,9/23/1986,1986,9,23,266,,IX-23-76,,,,,,,,,,,,,,,,,United States,Iowa,Scott,,,,,,,,,,,,,,,,,,,,,,tierneybrosius,5/25/2021 8:26,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:17cbaab3-9fab-4386-a8ce-413dfe1be42d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56667660
56682390,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,2744e1d0-585b-4176-a48b-f6a872b91bc5,AUGIEENTA0000033,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora vigintimaculata,31188,"Guérin-Méneville, 1842",Psyllobora,vigintimaculata,,,Larson I.W.,1975,,,,,,Yazsec J.,,5/7/1976,1976,5,7,128,,x-7 1976,,,,,,,,,,,,,,,,,United States,IL,Rock Island,,,,,,,,,,,,,,,,,,,,,,tierneybrosius,5/28/2021 7:00,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:2744e1d0-585b-4176-a48b-f6a872b91bc5,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56682390
56682393,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,cbfea2fc-642a-4be6-8d65-f6dfb39c3010,AUGIEENTA0000034,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora vigintimaculata,31188,"Guérin-Méneville, 1842",Psyllobora,vigintimaculata,,,Larson I.W.,1975,,,,,,Domlgaen D.J.,,5/29/1970,1970,5,29,149,,X.29.1970,,,,,,,,,,,,,,,,,United States,IL,Rock Island,,,,,,,,,,,,,,,,,,,,,,tierneybrosius,5/28/2021 7:02,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:cbfea2fc-642a-4be6-8d65-f6dfb39c3010,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56682393
56682397,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,cb8b340a-11fb-4994-94b4-118b749cdeca,AUGIEENTA0000035,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora vigintimaculata,31188,"Guérin-Méneville, 1842",Psyllobora,vigintimaculata,,,Larson I.W.,1975,,,,,,Dahlgren D.J.,,5/9/1970,1970,5,9,129,,X 9 1970,,,,,,,,,,,,,,,,,United States,IL,Rock Island,Rock Island,,,,,,,,,,,,,,,,,,,,,tierneybrosius,5/28/2021 7:05,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:cb8b340a-11fb-4994-94b4-118b749cdeca,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56682397
57239600,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,3ff27382-d1dd-4c4f-8ccb-ae3008a4c6a3,AUGIEENTA0000036,,Animalia,Arthropoda,Insecta,Coleoptera,coccinellidae,coccinellidae,,,,,,,,,,,,,,Mekus G.I.,,9/18/1970,1970,9,18,261,,IX 18 1970,,,,,,,,,,,,,,,,,United States,Il,Rock Island,Rock Island,Augustana Campus,,,,,,,,,,,,,,,,,,,,tierneybrosius,6/17/2021 10:52,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:3ff27382-d1dd-4c4f-8ccb-ae3008a4c6a3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57239600
57306011,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,5fe0d221-2834-4ccb-857c-0baffb50fd9e,AUGIEENTA0000037,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coleomegilla maculata fuscilabris,43425,Mulsant,Coleomegilla,maculata,,fuscilabris,Larson I. W.,,,,,,,Larson I. W.,,4/20/1953,1953,4,20,110,,IV 201953,,,,,,,,,,,,,,,,,United States,Minnesota,Pine,,,,,,,,,,,,,,,,,,,,,,tierneybrosius,6/29/2021 7:42,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:5fe0d221-2834-4ccb-857c-0baffb50fd9e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306011
57306030,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,86d6455d-1d00-4d71-9f9f-886dd4714a70,AUGIEENTA0000047,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda sanguinea limbifer,43837,,Cycloneda,sanguinea,,limbifer,I.W. Larson,1975,,,,,,Carlson C.,,5/19/1965,1965,5,19,139,,5/19/1965,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,Moline,,,,,,,,,,,,,,,,,,,,,jackhughes20,6/29/2021 7:53,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:86d6455d-1d00-4d71-9f9f-886dd4714a70,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306030
57306031,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,ceb19d78-ec16-4c58-ae39-29cf7bcb4ec6,AUGIEENTA0000038,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coleomegilla maculata fuscilabris,43425,Mulsant,Coleomegilla,maculata,,fuscilabris,LARSON I. W.,,,,,,,KOURAKOS J. N.,,10/3/1970,1970,10,3,276,,X 31970,,,,,,,,,,,,,,,,,United States,IL,Rock Island,Rock Island,,,,,,,,,,,,,,,,,,,,,marissagorsegner,6/29/2021 7:54,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:ceb19d78-ec16-4c58-ae39-29cf7bcb4ec6,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306031
57306032,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,c0388a15-5530-49a4-8bc6-4ba24bfcb0c4,AUGIEENTA0000048,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda sanguinea limbifer,43837,,Cycloneda,sanguinea,,limbifer,I.W. Larson,1975,,,,,,Nelson A.,,6/19/1970,1970,6,19,170,,6/19/1970,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,Rock Island,,,,,,,,,,,,,,,,,,,,,jackhughes20,6/29/2021 7:55,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:c0388a15-5530-49a4-8bc6-4ba24bfcb0c4,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306032
57306033,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,5d6beb67-7981-41aa-8e2c-6bcfe6adf8c2,AUGIEENTA0000039,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coleomegilla maculata fuscilabris,43425,Mulsant,Coleomegilla,maculata,,fuscilabris,LARSON I. W.,,,,,,,LEHMANN W. G.,,10/2/1970,1970,10,2,275,,X 2 1970,,,,,,,,,,,,,,,,,United States,IL,Rock Island,Rock Island,,,,,,,,,,,,,,,,,,,,,marissagorsegner,6/29/2021 7:56,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:5d6beb67-7981-41aa-8e2c-6bcfe6adf8c2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306033
57306034,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,ab389e7c-6cd7-4650-898c-54e4e59473ed,AUGIEENTA0000049,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda sanguinea limbifer,43837,,Cycloneda,sanguinea,,limbifer,I.W. Larson,1975,,,,,,Carlson C.A.,,5/11/1965,1965,5,11,131,,5/11/1965,,,,,,,,,,,,,,,,,United States,Illinois,,Sherrard,,,,,,,,,,,,,,,,,,,,,jackhughes20,6/29/2021 7:58,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:ab389e7c-6cd7-4650-898c-54e4e59473ed,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306034
57306035,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,9a27da70-05f2-4540-8786-576bcdf3d79a,AUGIEENTA0000040,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Anatis mali,23666,Say,Anatis,mali,,,LARSON I. W.,,,,,,,LARSON I. W.,,5/26/1955,1955,5,26,146,,V 26 1955,,,,,,,,,,,,,,,,,United States,Minnesota,Houston,,,,,,,,,,,,,,,,,,,,,,marissagorsegner,6/29/2021 8:03,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:9a27da70-05f2-4540-8786-576bcdf3d79a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306035
57306037,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,83e1269b-1076-4415-8b0a-4b3d29816c78,AUGIEENTA0000050,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Olla v-nigrum,29667,"(Mulsant, 1866)",Olla,v-nigrum,,,I.W. Larson,1975,,,,9,,Brugge D.,,8/11/1974,1974,8,11,223,,1974-8-XI,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,Rock Island,,,,,,,,,,,,,,,,,,,,,jackhughes20,6/29/2021 8:09,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:83e1269b-1076-4415-8b0a-4b3d29816c78,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306037
57306038,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,64184268-99c6-441e-82d0-b92162af3df0,AUGIEENTA0000041,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Anatis labiculata,23664,Oliv.,Anatis,labiculata,,,,,,,,,,Carlson C. A.,,5/18/1964,1964,5,18,139,,18-May-64,,,,,,,,,,,,,,,,,United States,IL,Rock Island,,,,,,,,,,,,,,,,,,,,,,marissagorsegner,8/19/2021 12:12,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:64184268-99c6-441e-82d0-b92162af3df0,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306038
57306039,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,23dce9ee-de1c-4184-a804-68f62f1c7449,AUGIEENTA0000051,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Olla v-nigrum,29667,"(Mulsant, 1866)",Olla,v-nigrum,,,I.W. Larson,1975,,,,9,,Brugge D.,,8/11/1974,1974,8,11,223,,1974-8-XI,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,Rock Island,,,,,,,,,,,,,,,,,,,,,jackhughes20,6/29/2021 8:09,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:23dce9ee-de1c-4184-a804-68f62f1c7449,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306039
57306040,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,2037fade-5489-49be-9aaa-9f13385aa045,AUGIEENTA0000042,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Anatis labiculata,23664,Oliv.,Anatis,labiculata,,,LARSON I. W.,,,,,,,LARSON I. W.,,4/16/1955,1955,4,16,106,,IV 16 1955,,,,,,,,,,,,,,,,,United States,Minnesota,Anoka,,,,,,,,,,,,,,,,,,,,,,marissagorsegner,6/29/2021 8:16,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:2037fade-5489-49be-9aaa-9f13385aa045,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306040
57306041,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,fa5c0c65-b45c-42f2-9004-177b019073b9,AUGIEENTA0000052,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Olla v-nigrum,29667,"(Mulsant, 1866)",Olla,v-nigrum,,,I.W. Larson,1975,,,,9,,Carter J.,,9/17/1974,1974,9,17,260,,9/17/1974,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,Rock Island,,,,,,,,,,,,,,,,,,,,,jackhughes20,7/1/2021 8:05,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:fa5c0c65-b45c-42f2-9004-177b019073b9,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306041
57306043,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,191b97b8-99ce-45c6-9c84-768966a5c581,AUGIEENTA0000043,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Anatis labiculata,23664,Oliv.,Anatis,labiculata,,,LARSON I. W.,,,,,,,LARSON I. W.,,4/20/1955,1955,4,20,110,,IV 20 1955,,,,,,,,,,,,,,,,,United States,Michigan,Pine,,,,,,,,,,,,,,,,,,,,,,marissagorsegner,6/29/2021 8:16,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:191b97b8-99ce-45c6-9c84-768966a5c581,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306043
57306044,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,5e6eb937-1926-4533-9b79-dbaf86a3616c,AUGIEENTA0000044,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia bipunctata,23310,L.,Adalia,bipunctata,,,LARSON I. W.,,,,,,,Makus G. I.,,10/3/1970,1970,10,3,276,,X 3 1970,,,,,,,,,,,,,,,,,United States,IL,Rock Island,,,,,,,,,,,,,,,,,,,,,,marissagorsegner,6/29/2021 8:16,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:5e6eb937-1926-4533-9b79-dbaf86a3616c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306044
57306045,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,e51a50c9-42ff-402d-b54b-fe9b3da97ba5,AUGIEENTA0000045,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia bipunctata,23310,L.,Adalia,bipunctata,,,LARSON I. W.,,,,,,,KOURAKOS J. N.,,10/17/1970,1970,10,17,290,,X 17 1970,,,,,,,,,,,,,,,,,United States,IL,Rock Island,,,,,,,,,,,,,,,,,,,,,,marissagorsegner,6/29/2021 8:17,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:e51a50c9-42ff-402d-b54b-fe9b3da97ba5,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306045
57306046,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,0483d940-58e5-431a-8475-4b5beb0f7a4d,AUGIEENTA0000046,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia bipunctata,23310,L.,Adalia,bipunctata,,,LARSON I. W.,,,,,,,Barnett M.,,10/5/1974,1974,10,5,278,,X 5 1974,,,,,,,,,,,,,,,,,United States,IL,Rock Island,,,,,,,,,,,,,,,,,,,,,,marissagorsegner,6/29/2021 8:13,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:0483d940-58e5-431a-8475-4b5beb0f7a4d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306046
57306047,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,3754441b-b2a6-4d5e-83bb-1e5444fc4a5f,AUGIEENTA0000053,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella transversoguttata,25521,"Faldermann, 1835",Coccinella,transversoguttata,,,I.W. Larson,1981,,,,,,Larson I.W.,,8/8/1980,1980,8,8,221,,1980-8-VIII,,,,,,,,,,,,,,,,,United States,Minnesota,Todd,,,,,,,,,,,,,,,,,,,,,,jackhughes20,8/12/2021 8:07,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:3754441b-b2a6-4d5e-83bb-1e5444fc4a5f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306047
57306050,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,fcc418b4-90b1-471b-968b-329ca7c488f1,AUGIEENTA0000054,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella transversoguttata,25521,"Faldermann, 1835",Coccinella,transversoguttata,,,I.W. Larson,1981,,,,,,Larson I.W.,,8/8/1980,1980,8,8,221,,1980-8-VIII,,,,,,,,,,,,,,,,,United States,Minnesota,Todd,,,,,,,,,,,,,,,,,,,,,,jackhughes20,6/29/2021 8:18,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:fcc418b4-90b1-471b-968b-329ca7c488f1,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306050
57306054,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,898a9d0d-37b5-45c5-9685-af1ceded36cc,AUGIEENTA0000055,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Epilachna varivestis,26495,,Epilachna,varivestis,,,I.W. Larson,1975,,,,,,Herzfeldt R. R.,,10/2/1970,1970,10,2,275,,X-2-1970,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,Rock Island,,,,,,,,,,,,,,,,,,,,,jackhughes20,6/29/2021 8:34,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:898a9d0d-37b5-45c5-9685-af1ceded36cc,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306054
57306057,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,00a0752b-8799-401c-974e-278358e8fe7a,AUGIEENTA0000056,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Epilachna varivestis,26495,,Epilachna,varivestis,,,Larson I.W.,1975,,,,,,Mekus K.,,10/7/1972,1972,10,7,281,,X-7-1972,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,Rock Island,,,,,,,,,,,,,,,,,,,,,jackhughes20,6/29/2021 8:33,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:00a0752b-8799-401c-974e-278358e8fe7a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306057
57306059,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,d0cfd3dc-a98f-4220-a9f4-5132221640e2,AUGIEENTA0000057,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Epilachna varivestis,26495,,Epilachna,varivestis,,,Larson I.W.,1975,,,,,,Fusco B.,,9/16/1972,1972,9,16,260,,IX-16-1972,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,Rock Island,,,,,,,,,,,,,,,,,,,,,jackhughes20,6/29/2021 8:37,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:d0cfd3dc-a98f-4220-a9f4-5132221640e2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306059
57306061,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,b4567730-8e1f-464d-a22f-40b38abe648c,AUGIEENTA0000058,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hyperaspis signata,27835,,Hyperaspis,signata,,,Larson I.W.,1981,,,,,,Larson I.W.,,7/8/1983,1983,7,8,189,,VII-8-1983,,,,,,,,,,,,,,,,,United States,Kansas,Reno,,,,,,,,,,,,,,,,,,,,,,jackhughes20,6/29/2021 8:44,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:b4567730-8e1f-464d-a22f-40b38abe648c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306061
57306064,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,b858c869-6ff2-4864-bf31-fe0c009245c4,AUGIEENTA0000059,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora vigintimaculata,31188,,Psyllobora,vigintimaculata,,,Veronica Cervantes,8/19/2021,,,,,,Miller S.,,10/30/1980,1980,10,30,304,,X-30-1980,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,Rock Island,,,,,,,,,,,,,,,,,,,,,jackhughes20,8/19/2021 12:19,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:b858c869-6ff2-4864-bf31-fe0c009245c4,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306064
57306065,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,5db5385a-3899-4095-af8f-2da9a2297c54,AUGIEENTA0000060,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora vigintimaculata,31188,,Psyllobora,vigintimaculata,,,Veronica Cervantes,8/19/2021,,,,,,Trick C.,,10/25/1980,1980,10,25,299,,X-25-1980,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,Rock Island,,,,,,,,,,,,,,,,,,,,,jackhughes20,8/19/2021 12:20,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:5db5385a-3899-4095-af8f-2da9a2297c54,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306065
57306067,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,c5a4c4a1-964d-4d54-b7cc-2fb4fdccd77a,AUGIEENTA0000063,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coleomegilla maculata,25547,,Coleomegilla,maculata,,,Veronica Cervantes,8/19/2021,,,,,,Tamplin J.,,9/15/1983,1983,9,15,258,,IX 15 1983,,,,,,,,,,,,,,,,,United States,IL,Rock Island,,,,,,,,,,,,,,,,,,,,,,marissagorsegner,8/19/2021 12:22,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:c5a4c4a1-964d-4d54-b7cc-2fb4fdccd77a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306067
57306069,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,bdaf201b-2739-4ce9-abe8-4caf30ce517e,AUGIEENTA0000061,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora vigintimaculata,31188,,Psyllobora,vigintimaculata,,,Veronica Cervantes,8/19/2021,,,,,,Deip R.,,10/21/1976,1976,10,21,295,,X-21-1976,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,Rock Island,,,,,,,,,,,,,,,,,,,,,jackhughes20,8/19/2021 12:23,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:bdaf201b-2739-4ce9-abe8-4caf30ce517e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306069
57306070,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,03310b76-d727-43fc-a14e-61b57a2d2578,AUGIEENTA0000062,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coleomegilla maculata,25547,,Coleomegilla,maculata,,,Ruffatto O.,6/29/2021,,,,,,Rigdon S.,,9/14/1982,1982,9,14,257,,IX 14 1982,,,,,,,,,,,,,,,,,United States,IL,Rock Island,,,,,,,,,,,,,,,,,,,,,,marissagorsegner,6/29/2021 9:08,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:03310b76-d727-43fc-a14e-61b57a2d2578,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306070
57306072,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,ccb1fd37-a4d0-46fb-97ed-99b983144177,AUGIEENTA0000064,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coleomegilla maculata,25547,,Coleomegilla,maculata,,,Ruffatto O.,6/29/2021,,,,,,Lavelle S.,,7/20/2016,2016,7,20,202,,20-Jul-16,,,,,,,,,,,,,,,,,United States,Iowa,Scott,,Credit Island,,,,,,,,,,,,,,,,,,,,marissagorsegner,6/29/2021 9:11,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:ccb1fd37-a4d0-46fb-97ed-99b983144177,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306072
57306074,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,1dd91c4c-a2ea-4983-80b5-6981be557f71,AUGIEENTA0000070,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coleomegilla maculata,25547,,Coleomegilla,maculata,,,Ruffatto O.,6/29/2021,,,,,,Dulaney S.,,9/3/1980,1980,9,3,247,,"9, III, 1980",,,,,,,,,,,,,,,,,United States,IL,Rock Island,,,,,,,,,,,,,,,,,,,,,,marissagorsegner,6/29/2021 9:14,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:1dd91c4c-a2ea-4983-80b5-6981be557f71,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306074
57306075,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,0fe0371a-1144-488a-860b-2181a04c2441,AUGIEENTA0000069,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coleomegilla maculata,25547,,Coleomegilla,maculata,,,Ruffatto O.,6/29/2021,,,,,,Solberg L.,,9/30/1982,1982,9,30,273,,IX 30 1982,,,,,,,,,,,,,,,,,United States,IL,Rock Island,,,,,,,,,,,,,,,,,,,,,,marissagorsegner,6/29/2021 9:15,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:0fe0371a-1144-488a-860b-2181a04c2441,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57306075
